Nederlands;Tilburgs
 breien ; braaie
 breien ; braaje (tt braajt, vt breej)
 breigaren ; braajgaore
 breipen ; braajnòld
 breken ; breeke, (vt brôok)
 bretels ; galge
 briefje ; briefke
 bril ; loerèèzer
 Brockway (naam van de eerste stadsbusdienst in Tilburg) ; Bròkwaaj
 broden ; brôoj, brôojer
 broeden ; bruuje
 broeds ; bruuts
 broek zonder kruis (a.h.w. twee losse pijpen), vroeger door vrouwen gedragen ;oope-toe-broek, oope-sjoo-broek, snèlzèèker
 Broekhoven ; Broekhoove
 broekje ; bruukske
 broekrijden ; broekrèèje
 broer ; bruur
 broer ; bruurke
 broer, makker ; brûur, (vkw bruurke)
 broertje ; bruurke
 brokken maken ; meleure maoke
 bronstig, heftig, ongenaakbaar ; brösteg
 bronstig, parensbereid, opgewonden ; hèngsteg
 brood ; knaakebrood
 brood ; hoogatie
 brood ontdooien ; brood uitleggen
 brood, bruin brood ; brôot
 broodbeleg ; toelaog
 broodbeleg ; toeloag
 broodje ; broojke
 broodje ; brooike
 broodjekaas ; brôojke meej kèès
 broodjes ; brôojkes
 broodmager mens, gratenpakhuis, opvallend mager persoon ; panhèrring
 broodmager paard ; schabbernak
 broodmes ; brôotmis
 broodmes ; brommis
 brouwen ; braawe
 brouwer ; braawer
 brugje ; bruggeske
 bruid ; brööd
 bruid ; brèùd
 bruidje ; brödje
 bruidjes, maagden ; maadekes
 Bruiloft ; Brulloft
 bruiloft ; brölòft
 bruiloft ; bröleft
 bruin ; brèùn
 bruin brood ; brèùn brôod
 bruin, bruiner, bruinst ; bröön, brönder, brönst
 bruinachtig ; bröneg
 brutaal ; pertaol
 brutaal; onstraant, straante aop
 brutaal ; astraant
 brutaal ; straand
 brutaal ; straant
 brutaal, vrijpostig ; straant, astraant
 brutale jongen ; veulprots
 buigen ; bööge, (vt bôog)
 buigzaam, lenig ; gezwakt
 buik ; pèns
 buik ; böök
 buikje ; bökske
 buikpijn ; bökpènt
 buil, papierenzak ; bööl
 builtje, zakje ; böltje
 buis ; bèùs
 buis ; böös, (vkw böske)
 buisje ; böske
 buit ; buut
 buiten ; bèùte
 buiten bewustzijn zijn ; van zene susserd zijn
 buiten, buitengoed ; bööte
 buitengezet, het vertrouwen verspeelt ; ötgeboezeroend, èùtgeboezeroend
 buitengooien ; bööterêepe
 buitengooien ; bèùterêepe
 buitenshuis ; bööteshöös
 buitensporig, zeer ; verrèkkes
 buitenzetten (niet te zachtzinnig) ; böötestuupere
 bukskin, wollen keper ; bokkebaaj
 bult ; proem
 bunder, hectare ; buunder
 bungelen ; bèmmele
 buntgras (Corynephorus) ; bunt
 bunzing ; bössem
 bureau ; beroow (mv beroos vkw berooke)
 burgemeester ; börgemister
 burgemeester ; dun irste burger
 burger ; börger
 burgerij ; börgerèèj
 buurt, omgeving (Fr: contrée) ; kon trèèje
 buurtschap, akkerdorp ; hèrdgang
 buurvrouw ; buurvraaw
 cachet, aanzien, karakter ; kesjèt
 cadeau, geschenk ; kedoow, (mv kedoos, vkw kedooke)
 café ; kefeej
 café, kroeg ; kefeej
 cafébezoeker ; toogga (a) nger
 calciumcarbid ; karbied
 calciumcarbid ; kerbied, kerbiet
 carambole (biljarten) ; kèrbòl
 carbonade ; kortelet
 carbonade ; kortelet, carbonaaij
 carillon, klokkenspel ; kèrreljon
 carnaval ; karneval
 catechismus ; kòttegissemes
 cent ; sènt
 cent ; Spie
 cèrvelaatwòrst ; sesieswòrst
 cervelaatworst ; sesies
 Chaam ; Kaom
 chagrijn (ig mens) ; sjagrèèn
 chaperon (ne) ; scheetevanger
 chocola ; sjoklaai
 chocola ; tsjekloade
 chocolaadje ; sjuklatju
 chocolade ; sjeklaade
 chocolade ; seklade
 chocolade ; seklaade
 chocolade ei ; seklaade aaj
 chocoladehagel ; kwattastrôojsel
 chocoladereep ; kwatta
 chocoladereep ; unne Bèlze kwatta
 cichorei, witlof, Brussels lof ; sekraaj
 circus ; sirkus
 claxonneren ; tuutere
 claxonneren, toeteren ; tuutere
 cognac ; kejak
 cokes (steenkool) ; kòkse
 collectebus, mansbakje ; sèntenbak
 collecteschaal ; oope schaol
 collega ; maot
 colportage ; lèùrhâandel
 communiepakje ; kemuuniepèkske
 compleet ; gelèèk
 compliment ; komplemènt
 complimenten, vleiende groeten (Fr: compliment) ; komplemènte
 computer ; kompjoeter
 condoom ; kepòtje
 conducteur ; konnekteur
 conferentie, vergadering ; konfrènsie, konferènsie
 confiture ; zjèm
 content, tevreden (Fr: content) ; ketènt, kon tènt
 content, tevreden (Fr: content) ; kon tènt, ketènt
 controleren, nazien ; nòkèèke, naokèèke
 cordon (s), rij (en), gelid ; kèrdon (s)
 Cornelia ; Keej
 Cornelis ; Kernilles, Knilles
 corpulente vrouw (Sp. muchacha) ; magochel
 correspondentie, briefwisseling ; krispendènsie
 corresponderen ; krispendêere
 corruptie ; krupsie
 cowboy ; kojboj
 crêpe (gekroest weefsel) ; krèp
 crêpe papier ; krèppepîêr
 daag ; hajje
 daalder ; dòlder
 daar ; daorte
 daar ; daor, dòr
 daar / ernaast ; d'r neffe
 daar / ernaast ; d' r neffe
 daar dan (toegevend) ; dèr dan
 daarbij ; durbèèj
 daarginds ; gienderwèèt
 daarna ; daornao
 daarnet ; krèk
 daarom ; dörum
 daarom ; dörrom
 daarom ; dörrem
 daarvoor ; daorveur
 dadelijk ; sebiet
 dadelijk ; daolek
 dadelijk ; subbiet
 dadelijk, onmiddellijk, nu, meteen, direct ; sèffes
 dadels ; vèègedaale, smèrlappe
 dag ; houdoe
 dag der onnozele kinderen (28 december), de dag dat kinderen zich als volwassene verkleden en zingend langs de deuren gaan. ;koosje - koosje (zinge)
 dagelijks ; alle daog
 dagen ; daog (e)
 dakgoot ; dakgeut
 dakgoot ; lôop
 dalen ; daole, (tt dòlt, vt dòlde)
 dameshemdje, bloesje met korte mouwtjes (Fr: chemisette) ; zimmezètje
 damp ; daamp
 dank ; daank
 dankbaarheid ; daankberhèt / hèj
 dans ; daans
 darm ; dèèrm
 darm, slang ; dèèrem, (mv dèèrem)
 darmen ; dérme
 dat ; dètte
 dat ; dè, dèt, dètte
 dat ; dè
 dat ; dèt
 dat gaan we vieren ; dè gôn we viere
 Dat gaan we vieren ; D'e goan we viere
 dat gaat nog al ; déh gao nogal
 dat ge ; dègge
 dat gedoe ; dè gesoodemieter
 dat het ; dèt
 dat hij ; dèttie
 dat ik ; dèk
 dat is ; dès
 dat is duur ; dès schaojlek
 Dat is een leuke vrouw ; Da's un lekker wéf
 Dat is een leuke vrouw ; Dè' s ' n lekker wèèf
 dat is een mooie vrouw ; des un schôn wééf
 Dat is goed ; Dè is un goei
 Dat is leuk man ; Dè's laache man
 Dat is leuk man! ; Dès laachûh man!
 dat is zeker ; dèwèldè
 dat je (jullie) ; dègge
 dat kan ; dé ken
 Dat kan gebeuren ; Tis wè
 dat niet ; dè nie
 dat smaakt ; dè fietst ur in
 dat we (wij) ; dèmme
 Dat wel ja ; Dè wel dè
 Dat wel ja ; dè gao nogal
 dat wist ik niet ; kwies ut nie
 dat word weer feesten en beesten vanavond ; dè word wir fiste en biste deze'n aovond
 dat ze (zij) ; dèsse
 dat zei hij ; dè zeej tie
 dat zei hij ; dè zittie
 dat zei ze ; dè zisse
 dat zie ik, zei hij ; dè ziek, zeej
 de andere ; daander
 de avond ; taovend
 de benen nemen, 'm smeren, tussenuit peren (ww) ; um pôoje
 de dag erna ; sanderendaags
 de duisternis ; den donkere
 de eerste ; irstes
 de geestelijkheid ; et gisselek
 de gehele mikmak, het hele zootje ; hil de reutemeteut
 de gemeente ; onze grutvadder
 de groeten (vleiende groet) ; de complemènte
 de heenweg ; van geensgaons
 de heilige geest ; den hèllege gist
 de hele avond ; hil den aovend
 de hele dag ; de gòdsgaansen dag
 de hogere stand, gegoede burgerij ; hôog vòllek
 de hort op gaan, uit vrijen, op stap ; op sjanternèl gaon
 de inzet verhogen ; lappe
 de ketting voor het weefsel, schering (textiel) ; kèttings
 de keuken ; de geut
 de Leij ; de Laaj
 de magerste ; den dunste
 de man die de ketting aan het kettingraam knoopt (textiel) ; ònknêûper, òndraajer
 de man die de ketting aan het kettingraam knoopt (textiel) ; òndraajer, ònknêûper
 de mening hebben, van mening zijn ; vèène
 de mond voorbijpraten ; miszègge
 de plaats ; de ploats
 de plaats ; de plots
 de Reit ; de Rèèt
 de schuur ; ' t schop
 de slimste niet ; nulleke-êenôog
 de tijd ; de tèèt (mv. tije)
 de tijd ; de tèd
 de vloer met zand bestrooien, na het vegen ; opsaante
 de volgende dag ; saanderendaogs
 de volgende dag ; saanderendags
 de volgnde dag ; saanderendaags
 de volle mep ; de volle roefel
 de was wrijven op het wasbord ; roefele
 de wederhelft van een vogelpaar ; gaojke
 de zaken ; de dinger
 december ; disèmber
 deciliter ; un mòtje
 decolete ; spie
 decolete ; spie
 decolleté ; schap
 decolleté ; spie
 deed het ; digget
 deed, deden ; di, din
 deel, part ; pòrt
 deel, part ; besnut
 degelijke, oppassend (e) ; pronte
 dekens, dekbed ; dèksel
 dekje, dakje ; dèkske
 dekken van een varken ; bèère
 deksel ; schèèl
 delen ; dêele, (tt dilt, vt dilde)
 dement, kinds ; kèns, kènds
 denneappel ; maastappel
 dennen; of sparrenbossen,  maast
 dennenappel ; mastendol
 dennenappel ; mastappel
 dennenappel (s) ; maastappel
 dennenappel (s) ; maastendol (le)
 dennennaalden ; maastespèlle
 derde, 3e ; darde
 derde, 3e ; driede, driedes
 derde, 3e ; dèrts
 dergelijke ; de zuk (ke)
 derrière, achterste, k o n t ; öster
 dertien ; dartien
 dertig ; darteg
 deugd ; dugd
 deugnieten, kwajongens ; kwòjong
 deugnieterij ; onteghèd, onteghèt, onteghèj (mv ontegheeje)
 deuk ; bluts
 deuk ; buts
 deuken. kneuzen, botsen ; butse
 deuntje ; duntje
 deurstijl ; durstèèl
 deurstijl ; durgebont
 deurtje ; durke
 deurwaarder ; durwèèrder
 deze ; dees
 diaree ; dan bende genaait
 diarree ; schèèterij
 diarree ; spèl
 diarree ; den dunne
 diarree, schijterij ; reeskak / spetterschèt / schijt / slingerschèt
 dichtbij ; kòrtbij
 dichtbij, nabij ; dichtenbij, dichtenbèèj
 dichtbij, op korte afstand ; dichtenbij, dichtenbèèj
 die daar ; dun-diéé
 die daar ; dun-dijë
 die er ; dieder
 die is van ons ; dès dons
 Die kans is klein ; Wèèneg kaans
 Die kans is klein ; wènnig, wènnig kaans
 die van haar; dieder, diedur
 die van jouw ; de jouwe
 die van ons ; dons
 die zijn van ons ; dè zèn dons
 die, dat ; dieje
 die, dat ; diejen
 diegene die de ketting maakt en boomt (textiel) ; kèttingschèèrder
 diepte peilen ; lôoje
 dier ; bist
 dier ; biske
 diertje ; bisje
 dijk ; dèèk
 dik in orde ; dikke mik
 dikdoener, klaploper ; kòljakker. kaoljakker
 dikke rook, vette walm ; kwallem
 dikke vrouw ; meulepèèrd
 dikke vrouw ; schòkwammes
 dikke vrouw ; keej, (vkw keejke)
 dikke vrouw ; Mokkepaai
 dikwijls ; dikkels
 dikwijls genoeg, vaak genoeg ; dikzat
 dingen ; dinger
 dinsdag ; dèstag, tèstag
 dinsdagmorgen ; dèstaggemèèrege
 direct ; meej p'saant
 direct ; seweele
 direct ; aachterbejaare
 direct ; aachterbekaare
 direct, meteen, achtereen, op stel en sprong ; aachtermekaare
 direct, meteen, achtereen, op stel en sprong ; aachterbekaare
 dit ; dees
 dit / deze ; dees
 dit is het ; deezist
 dit, deze ; dees
 dode, overledene ; dôoje, (mv dôoj)
 doe je ; doe'w
 Doei ; Houdoe
 doei ; hallejkes
 doei ; Hallee
 doei ; haleejkes
 doekje ; doekske, dükske
 doekje ; duukske
 doekje ; töddeke
 doelpunt, doel ; goltje
 doelpunten ; Goole
 doen ; doe, (vt di, din)
 doet er niet toe, is niet erg ; nukt nie
 doet het ; doeget
 doetje ; duske
 doetje ; lòtweet
 dolle dingen, moeilijkheden, moeite ; dòls
 dom ; stom
 dom en lomp iemand, lomperik, onhandig iemand, (textiel) bak voor lege klossen ; klòssenbak
 dom en stug persoon, onbehouwen iemand, lomperik ; knörft, knörreft
 dom iemand ; onverstaand
 dom iemand ; ne knuppel
 dom iemand, onwijze ; onwèèze
 dom iemand, slungel ; oelewapper
 dom kijken ; louwe
 domme gezichtuitdrukking met mond open ; Gollipoap
 dommekracht ; kèlderwènd
 donder op man! ; naaj-t-um Pius
 donderstenen, neergooien ; flikkere
 dood ; kepoerewiets
 dood ; hartstikke jantjemerienes
 dood ; kasjezis, kassiezis
 dood ; dôot
 dood, stuk, niet meer aanwezig ; kasjewèèle, kassiewèèle
 doodkalm ; dôotgemoederêerd
 doodmoe ; kaajmuug
 doodmoe ; dôotmuug
 doods ; dots
 doodskleed ; hèm zonder zakke
 dooien ; dôoje
 dooier ; dôojer
 doopkleed ; dôopklêet
 door ; du, dur
 door ; deur
 door elkaar schudden (Fr: ramasser) ; rammenasse
 door eten ; deur braaien
 door-de-weekse boerinnenmuts; hul
 door, wegens ; deur, dur
 doorbladeren ; durblaojere
 doordrijver ; durdrèèver
 doordrinken ; jèppe
 doorduwen, doordrukken, volhouden ; durdouwe
 dooreenmengen ; hussele
 doorgaans ; mistal
 doorgaans ; durgòns
 doorheen, erdoor ; durheene
 doorlopen ; durlôope
 doorn ; dooren
 doorvertellen, verklappen, klikken, vangen, ertussen nemen ; klèppe
 doorwerken ; durwèèreke
 doorwerken ; durdoen
 doorwerken, hard werken ; ònpeutere
 doorzetter ; durdouwer
 doorzeuren ; durdrèène
 doosje ; duske
 dopen ; dôope, (tt dopt)
 doperwten ; schèlèrte
 dopje ; döpke
 doppen, peulvruchten van dop ontdoen ; poole, peule
 doppen, peulvruchten van dop ontdoen ; peule
 dorp ; dörp, dörrep
 dove ; dôove
 dozen ; dôoze
 draad ; draot, (mv draoj, draojer), (vkw draojke, dròjke)
 draad ; draod
 draadje ; dròjke
 draadmaker ; dròjmaoker
 draagbaar ; burrie
 draaien ; draaje
 draaimolen, mallemolen ; mallemeule
 dracht ; draacht
 draden ; draoj
 dradenkruis (textiel) ; flès
 drafje ; drèfke
 dragen ; draoge
 dralen ; sèmmele
 dralen, talmen ; teute
 Drankwinkel ; Slètterij
 draven ; draove
 dreigen, bedreigen ; drèège
 drek ; môos
 drempel, dorpel ; dörpel, dörrepel, dölper
 dreutelen, onrustig heen en weer lopen, regelen ; koetere
 drie azen in de hand (bij het kaarten) ; troela
 drie maanden ; aantwèrps jaor
 drieërlei ; driederaande
 drieërlei ; driederaante
 Driekoningen ; Driekôoninge
 driepotig schoenmakersstoeltje ; prikstoeltje
 drietje ; drieke
 driftig persoon ; kòrtstart
 drijfmest (Fr: essence) ; èssènsie
 drijftolletje ; drèèftölleke
 drijfzand ; lupse
 drijven ; drèève, (tt drèèft, vt drêef)
 drinken ; leute
 drinken (kindertaal) ; ninne
 drinkkruik ; drinkeskröök
 drinkkruik ; krèùk
 droge mond ; houtere bakkes
 drogen ; drêûge
 dromen ; drôome, (tt dromt, vt dromde)
 dronkelap, zuiperd, zatlap ; sneevelneus, sneevellap
 dronkemanspraat ; zattekul, zattepraot
 dronken ; onbekwaom
 dronken ; goed snuf
 dronken ; bèùs
 dronken ; zat
 dronken man ; zatlap
 droog ; drêûg
 droogte ; drugt
 droogweide voor witte was, bleekveld, bleek ; blêek
 droogzolder ; drêûgzulder
 droomster ; miekemöök, miekemèùk
 dropje ; dröpke
 dropje, drupje, druppeltje ; dröpke
 dropsteel ; sjep
 dropwater ; sjèpwaoter
 dropwater ; sjep
 druif ; drèùf
 druif, jolig persoon ; drööf, (mv drööve, vkw dröfke)
 druiloor ; knilles
 druipen ; drööpe, (tt dröpt, vt drôop)
 druipnat ; leekende nat
 druipnat, drijfnat ; lêekendenat
 druiven ; drèùve
 druivenstok tegen een muur ; dröövevèèger
 druivensuiker ; joo devèt
 druivesuiker met pinda's erin ; kattespouw, kattespaaw
 druk bezig zijn ; bezoelieje
 druk converseren, druk praten over gewichtige zaken ; klasjenêere
 druk of heftig praten ; klasjenêere
 drukte, ophef ; avvegaosie
 druppel ; dròp
 druppelen ; dröppele
 dubbel ; dòbbel
 dubbel ; dubbelt
 dubbel ; dubbeld
 dubbel openslaande deuren ; pòrtebrisseejdeure (Fr: porte-brisée)
 dubbel openslaande deuren;pòrtefeseedeure (Fr: porte-brisée)
 dubbeltje met afbeelding van Wilhelmina ; blèkkemientje
 dubbeltje met afbeelding van Wilhelmina, speelgoedmuntje, rond dun plaatje blik ; blèkkemieneke
 dubbeltjespot ; kèrmespòt
 duidelijk ; klaor
 duif ; dööf, (mv dööve, vkw döfke)
 duif ; dèùf
 duifje ; döfke
 duigen, stukken ; dööge
 duiken ; dööke, (tt dökt, vt dôok)
 duim ; dööm
 duimdrop ; dèùmsjèp
 duimpje, centimeter ; dömke
 duims, een duim dik ; döms
 duin ; döön
 duinen ; dööne
 duinen ; dèùne
 duister, donker ; döster
 duisternis ; donkerte
 duiten ; schrabbers
 Duits ; Döts
 Duits (er) ; Döts (er)
 Duitsers ; Döts
 duivel ; duuvel
 duivenhok ; dèùvekòt
 duizelig ; döözeleg
 duizend ; duuzend, duuzent
 duizend dezelfde ; duuzent erinder
 duizend verschillende ; duuzenteraande, duuzenteraante
 duizendschoon (Potentilla anserina) ; bôêresnoffel
 dun henneptouw, vliegertouw ; heeveltaaw
 dunner ; dunder
 durf jij het! ; de gloeiende knèèp!
 durf jij het! ; de gloeiende knijs !
 durven ; dörreve, (tt dörreft, vt dòrs)
 durven. wagen, riskeren ; waoge
 duur ; schaojlek
 duur, kostbaar, waardevol, grappig, kostelijk ; köslek, kösselek, köstelek
 duuwtje ; dauwke
 duw ; daaw
 duw ; douw
 duwen ; daawe
 duwen ; douwe
 duwtje ; douwke
 dwaas ; koekwaus
 dwaas, malloot, gek, idioot, zot ; koekwous
 dwaas, onnozele, mallejan ; oets, oerts
 dwaasheid ; dwaoshèt, dwaoshèj (mv dwaosheeje)
 dwalen, dolen ; dwalleke
 dwarsdrijver, dwarsligger, ruziezoeker ; vringklôot
 dwarsliggen, vervelen ; hòrzakke
 dweil, doek om de vloer mee schoon te maken ; opneemvòd
 dweiltocht ; dwèèltòcht
 dwepen ; dwêepe, (tt dwipt, vt dwipte)
 e i k e l ; èèkel
 eau de cologne ; onjeklonje
 eau de Cologne ; ôojeklonje
 echt ; ongelooge
 echt ; weezelek
 echtgenoot, man ; meens
 eekhoorn ; inkhoorentje
 eelt ; ilt
 een ; en
 een ; unne
 een aardappel ; un'èèrpel
 een ander ; onze grutvadder
 een beetje ; un bietje, wè
 een borreltje drinken ; pruuve
 een dom iemand ; appetjoek
 een ei ; un aai
 een euro ; un uuro
 een flinke borrel ; ene goejen bòrrel
 een flinke tijd ; un ketierke
 een flop ; ne fiepo / nen bout
 een gezellige hollandse jongen ; Kanalenveger
 een gezicht trekken ; un snèùt zètte
 Een goed uitziende vrouw ; Un frèèt wevke
 een gouden horloge ; ene gaawe lozzie
 een grote ; unnu knoert
 een handig iemand ; nen hèndege
 een harde stem ; unne kwèèk
 één jarige bruiloft ; houtere brölòft, hawtere brölòft
 een kar leegkiepen ; un kèèr te heuj stôote
 een keiharde vent ; unne kaajharde
 een koopje ; unne dòlle kôop
 een kopje koffie ; un bekske leut
 een kopje koffie ; un tas koffie
 een kopje thee ; un kumke thee
 een kroeg bezoeken ; ònlègge
 een krom ei ; un krom aai
 een lekke band ; un lèkke tuut
 een lichte tik ; un tits
 Een loep ; Un kèkglas
 een magere man ; unne schraole
 Een onbekende ; Unne vrèmde
 een oogje dichtknijpen ; un ugske toedoen
 Een opschepper ; unne zwetser
 een oude kerel ; unnen aawe jêûkerd
 een pak slaag krijgen ; slaog beure
 Een plakje hoofdkaas ; Zult
 een poosje ; un tèdje
 een pot nat ; êene tuutmèm
 een schilder ; unne kwasttebedeerver
 een slome kerel ; enen deuzege
 een slome vrouw ; en dôos
 Een theedoek ; Unnen afdreughaanddoek
 een van beide ; êen van baaje
 een volksgericht houden ; tòffele
 Een wit brood ; Unne mik
 een, een zekere ; êen, êene
 eend ; ind
 eend ; int, (mv inte, vkw intje)
 eend ; int, ind
 eender ; inder
 eendje ; indje, intje
 eene ; inne
 eenkleurig ; èffe
 eenmaal ; immel, eemel, êemel
 eenmaal per jaar ; êene keer int jaor
 eens, eenmaal ; eemel, êemel, immel
 eentje ; intje
 eer, voordat ; ir
 Eergisteren ; irgiestere
 eerlijk ; irlek
 eerst ; irst, urst
 eerst ; irst
 eerste ; irste
 eeuwig ; euweg
 eg ; êeg
 egel ; pin-eegel
 egel ; êegel
 Ei ; Ai
 ei ; un aai
 eieerdopje ; aajerdöpke
 eierdopje ; aajerdöpke
 eieren ; aaier
 eieren uithalen ; nist öthaole
 eigen ; èège
 eigen geld ; èègegèldje
 eigenaar ; èègenèèr
 eigenaardig ; aoreg
 eigenlijk ; eik
 eigenlijk ; eigelek
 eigenlijk ; èègelek
 eigenwijs, eigengereid, bekrompen ; èègegeraajd
 eigenwijsheid ; èègewèèzeghèt, èègewèèzeghèj, (mv èègewèèzegheeje)
 eik ; èèk, (vkw èkske)
 eikje ; èkske
 eind ; end
 eind (e) ; ènd (e)
 eindelijk ; onderhaand
 Eindhoven ; Ènthoove
 eindje ; èndje
 eindstreep, finish ; meet
 eis ; èès
 eis, aanmatiging, veeleisendheid ; pertènsie
 ekster (Pica pica) ; broektjanneke
 ekster (Pica pica) ; hannek
 elastiek ; illestiek
 elastiekje ; illestiekske
 electricien ; illetriezjèèn
 electrische tandenborstel ; illetrieke taandeborsel
 elektriciteit ; illetriek
 elektriciteitsbedrijf ; illetriekfebriek
 elektriciteitsbedrijf ; illektriekfebriek
 elkaar ; mekaare, bekaare
 elkaar ; bekaare, mekaare
 elkaar aanraken, plagend duwen, stoeien, ravotten ; fikfàkke
 elkaar goed mogen ; akkerdeere
 ellendig, beroerd ; brôêrd
 emmer ; êemer
 emmers ; êemers
 ene waardeloze vent ; unne verrèkkeling
 energie, kruim ; krööm, krèùm
 engelenbeeld als offerblok, waarvan het hoofdje knikt als dank voor een gave ; knik-èngeltje
 enige ; êenegste
 enige tijd geleden, voorheen ; toen irst
 enige, enkele ; ènnegte
 enigste ; ènnegste
 enkel, maar, slechts, alleen ; ènkeld, ènkelt
 enorm groot, kolossaal ; kollesaol
 enorme paarden ; koeje van pèèrde
 er ; der
 er erg in hebben ; gewaorwòrre
 er goed uitziend ; gêef
 er om houden ; inhange
 er over heen gaan ; rausen
 er snel van tussen gaan. ; dertussenèùt naaje
